Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
4357,38,"['Cultural', 'Art']",8,False,Colosseum,"['Taj Mahal', 'Machu Picchu']",3,4357000,4.7,2.83,96,4.1,5
4358,26,"['Art', 'History', 'Cultural']",5,False,Colosseum,['Great Wall of China'],1,4358000,3.5,1.97,98,4.8,4
4359,23,"['History', 'Architecture']",4,True,Colosseum,"['Taj Mahal', 'Machu Picchu']",5,4359000,1.2,2.56,96,4.3,3
4360,52,['Art'],8,False,Colosseum,"['Taj Mahal', 'Eiffel Tower']",4,4360000,4.5,4.62,94,4.9,5
4361,56,"['Architecture', 'History', 'Art']",8,False,Eiffel Tower,['Machu Picchu'],3,4361000,4.6,2.67,91,4.1,5
4362,67,"['Nature', 'Art', 'History']",7,True,Machu Picchu,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",6,4362000,4.7,4.7,91,4.6,5
4363,45,"['Art', 'Nature']",7,False,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",6,4363000,2.3,3.92,90,4.3,3
4364,69,['Architecture'],5,False,Colosseum,"['Eiffel Tower', 'Colosseum']",3,4364000,3.4,2.19,97,4.1,3
4365,26,"['Cultural', 'History']",8,True,Colosseum,"['Eiffel Tower', 'Great Wall of China']",4,4365000,3.2,4.45,99,4.3,3
4366,45,"['Nature', 'History', 'Architecture']",8,True,Taj Mahal,['Colosseum'],2,4366000,1.7,4.96,86,4.1,3
4367,26,['Architecture'],8,False,Colosseum,"['Taj Mahal', 'Colosseum']",2,4367000,1.0,1.95,88,5.0,3
4368,20,"['History', 'Nature', 'Cultural']",6,True,Machu Picchu,['Colosseum'],3,4368000,4.7,3.87,93,4.7,5
4369,22,"['Architecture', 'Nature']",4,False,Machu Picchu,"['Eiffel Tower', 'Colosseum']",2,4369000,1.3,3.84,91,4.0,3
4370,52,['Nature'],7,False,Eiffel Tower,['Taj Mahal'],2,4370000,3.7,3.17,100,4.4,4
4371,50,"['Architecture', 'Cultural']",3,False,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",6,4371000,4.6,1.79,95,4.0,5
4372,48,"['Nature', 'Cultural']",8,True,Taj Mahal,"['Eiffel Tower', 'Machu Picchu']",4,4372000,4.9,2.76,87,4.5,5
4373,69,['Architecture'],6,False,Great Wall of China,"['Eiffel Tower', 'Colosseum']",4,4373000,2.7,2.06,88,4.9,3
4374,65,"['Architecture', 'Nature']",6,False,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",4,4374000,1.2,2.98,100,4.6,3
4375,33,"['Cultural', 'Art', 'History']",4,False,Colosseum,['Colosseum'],2,4375000,1.6,4.27,85,5.0,3
4376,56,"['History', 'Art', 'Nature']",7,True,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",3,4376000,3.7,3.71,99,4.2,4
4377,44,"['Architecture', 'History', 'Cultural']",3,False,Eiffel Tower,"['Colosseum', 'Taj Mahal']",4,4377000,3.7,3.03,85,4.5,4
4378,60,['Architecture'],7,True,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",5,4378000,1.9,4.7,100,4.7,3
4379,42,['Art'],6,False,Great Wall of China,['Great Wall of China'],1,4379000,2.8,2.09,92,4.8,3
4380,56,['Art'],6,False,Great Wall of China,['Eiffel Tower'],3,4380000,3.4,3.61,98,4.5,3
4381,64,"['History', 'Cultural', 'Architecture']",8,True,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",7,4381000,2.5,2.25,87,4.8,3
4382,35,"['Cultural', 'Architecture', 'History']",4,False,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Great Wall of China']",6,4382000,1.1,1.76,87,4.4,3
4383,61,"['Cultural', 'Nature', 'Architecture']",8,True,Eiffel Tower,['Eiffel Tower'],1,4383000,4.0,2.88,100,4.7,4
4384,32,"['Nature', 'Art']",4,True,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",5,4384000,1.4,3.09,94,4.8,3
4385,18,"['History', 'Architecture']",4,False,Machu Picchu,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",5,4385000,4.0,2.14,94,4.1,4
4386,53,"['Art', 'History']",6,True,Colosseum,['Eiffel Tower'],3,4386000,1.1,2.71,100,4.2,3
4387,18,"['Architecture', 'Cultural']",7,False,Taj Mahal,"['Eiffel Tower', 'Machu Picchu']",4,4387000,1.2,3.97,99,4.5,3
4388,69,['Art'],5,True,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",5,4388000,4.7,2.31,100,4.7,5
4389,60,"['Nature', 'History', 'Architecture']",3,True,Eiffel Tower,['Machu Picchu'],2,4389000,2.0,4.46,91,4.8,3
4390,48,"['Cultural', 'History']",7,False,Colosseum,['Taj Mahal'],2,4390000,1.4,1.94,92,4.2,3
4391,69,['History'],5,False,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,4391000,4.8,1.7,96,4.5,5
4392,29,"['Art', 'History', 'Cultural']",4,True,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",5,4392000,2.8,4.71,93,4.9,3
4393,23,"['Architecture', 'Cultural']",4,False,Taj Mahal,"['Taj Mahal', 'Machu Picchu', 'Great Wall of China']",4,4393000,2.4,4.49,99,4.8,3
4394,18,"['Cultural', 'Art', 'History']",5,False,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",2,4394000,2.8,4.25,87,4.1,3
4395,66,"['Nature', 'History', 'Architecture']",3,False,Colosseum,"['Colosseum', 'Taj Mahal']",5,4395000,4.5,4.66,97,4.8,5
4396,53,"['Architecture', 'History', 'Cultural']",3,False,Colosseum,"['Taj Mahal', 'Machu Picchu']",3,4396000,4.5,2.56,85,4.5,5
4397,25,"['Nature', 'Cultural']",6,True,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",5,4397000,2.1,2.12,86,4.9,3
4398,49,"['Art', 'Architecture', 'History']",7,True,Colosseum,"['Machu Picchu', 'Eiffel Tower']",4,4398000,1.7,4.61,86,4.6,3
4399,66,['Architecture'],6,True,Colosseum,"['Great Wall of China', 'Taj Mahal']",4,4399000,3.3,4.07,91,4.5,3
4400,23,['Art'],3,False,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",5,4400000,3.3,2.63,90,4.6,3
4401,45,"['Cultural', 'Architecture']",7,False,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",6,4401000,4.2,2.23,92,4.3,4
4402,59,"['Architecture', 'Art']",4,False,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",6,4402000,4.7,3.83,96,4.5,5
4403,41,"['Architecture', 'Nature', 'History']",6,False,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",4,4403000,2.0,2.04,96,4.8,3
4404,66,['Cultural'],5,False,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",8,4404000,4.8,2.38,87,4.5,5
4405,27,"['Architecture', 'Cultural', 'Nature']",5,False,Great Wall of China,['Taj Mahal'],3,4405000,1.6,4.06,95,4.9,3
4406,32,"['Architecture', 'History']",4,False,Colosseum,['Great Wall of China'],3,4406000,2.7,1.73,90,4.2,3
4407,50,"['Cultural', 'History']",4,False,Colosseum,['Taj Mahal'],2,4407000,4.7,2.93,87,4.1,5
4408,68,"['Cultural', 'Nature']",7,False,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",4,4408000,3.3,1.98,91,4.0,3
4409,34,['Cultural'],8,True,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",3,4409000,2.1,2.07,85,4.2,3
4410,62,"['Architecture', 'History', 'Nature']",8,True,Colosseum,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",6,4410000,3.9,2.27,99,4.2,4
4411,45,['History'],8,True,Eiffel Tower,['Taj Mahal'],2,4411000,4.5,4.52,99,4.3,5
4412,30,"['Cultural', 'Art', 'Architecture']",3,False,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",7,4412000,1.0,2.42,94,4.4,3
4413,48,"['Architecture', 'Art']",4,False,Great Wall of China,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",5,4413000,3.4,4.59,93,4.4,3
4414,33,"['Nature', 'Architecture']",3,False,Great Wall of China,['Colosseum'],3,4414000,4.7,2.07,95,4.4,5
4415,34,"['Nature', 'Architecture', 'Art']",6,True,Machu Picchu,"['Machu Picchu', 'Great Wall of China']",3,4415000,3.8,4.88,91,4.4,4
4416,54,['Art'],7,False,Colosseum,"['Taj Mahal', 'Colosseum']",3,4416000,3.3,3.62,99,4.1,3
4417,68,['Architecture'],8,False,Taj Mahal,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",6,4417000,2.4,2.11,95,4.8,3
4418,34,"['Nature', 'Architecture']",5,True,Great Wall of China,"['Colosseum', 'Taj Mahal']",2,4418000,3.8,3.06,92,4.2,4
4419,63,"['History', 'Nature', 'Cultural']",8,False,Machu Picchu,['Machu Picchu'],2,4419000,4.2,3.45,99,4.5,4
4420,22,"['Nature', 'Cultural', 'Art']",5,True,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",8,4420000,4.6,2.71,88,4.8,5
4421,30,"['Architecture', 'Art']",5,True,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",7,4421000,2.6,1.58,95,4.1,3
4422,39,['History'],8,True,Great Wall of China,['Taj Mahal'],1,4422000,1.9,3.4,93,4.1,3
4423,31,['Art'],3,False,Eiffel Tower,"['Taj Mahal', 'Machu Picchu']",2,4423000,1.6,3.59,100,4.8,3
4424,59,['Nature'],3,False,Great Wall of China,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",7,4424000,1.1,3.35,91,4.8,3
4425,28,"['Nature', 'Art', 'Cultural']",3,True,Machu Picchu,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",6,4425000,3.3,3.96,99,4.3,3
4426,47,"['History', 'Art']",5,True,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",4,4426000,5.0,1.93,88,4.7,5
4427,65,"['Architecture', 'Nature']",6,True,Taj Mahal,['Great Wall of China'],3,4427000,3.4,1.98,94,4.4,3
4428,69,['Architecture'],6,True,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",5,4428000,3.3,3.78,96,4.9,3
4429,61,"['Nature', 'Cultural', 'Architecture']",5,True,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",3,4429000,4.8,4.78,92,4.2,5
4430,58,['Architecture'],3,True,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",4,4430000,2.1,2.84,86,4.6,3
4431,27,"['Cultural', 'Architecture', 'History']",3,False,Great Wall of China,['Eiffel Tower'],1,4431000,3.1,3.97,95,4.8,3
4432,37,['Art'],6,False,Great Wall of China,['Eiffel Tower'],2,4432000,2.5,2.37,93,4.1,3
4433,18,"['Cultural', 'History', 'Architecture']",3,True,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",6,4433000,3.7,2.8,97,4.3,4
4434,66,"['Art', 'Architecture']",5,True,Great Wall of China,['Machu Picchu'],2,4434000,4.0,2.97,90,4.4,4
4435,56,"['Art', 'Cultural', 'History']",3,True,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",5,4435000,1.4,3.64,98,4.9,3
4436,33,['Nature'],3,False,Taj Mahal,['Machu Picchu'],3,4436000,1.7,2.61,87,4.2,3
4437,33,"['Cultural', 'History', 'Nature']",3,True,Taj Mahal,"['Eiffel Tower', 'Colosseum']",4,4437000,1.3,2.42,85,4.9,3
4438,64,"['History', 'Nature']",3,False,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",3,4438000,1.5,4.25,100,4.4,3
4439,66,"['Art', 'Nature']",6,False,Taj Mahal,['Taj Mahal'],1,4439000,1.8,2.13,89,4.7,3
4440,36,"['Architecture', 'History', 'Cultural']",6,True,Colosseum,"['Colosseum', 'Eiffel Tower']",3,4440000,4.3,2.3,90,4.2,4
4441,63,"['Nature', 'Art']",7,False,Eiffel Tower,['Colosseum'],3,4441000,1.2,1.76,85,4.1,3
4442,28,"['Cultural', 'History']",3,False,Eiffel Tower,['Great Wall of China'],2,4442000,1.9,3.91,96,4.8,3
4443,18,['Architecture'],7,False,Colosseum,['Taj Mahal'],1,4443000,4.6,3.54,85,4.2,5
4444,70,"['Nature', 'History']",6,False,Taj Mahal,['Great Wall of China'],1,4444000,1.8,2.63,91,4.9,3
4445,62,"['Art', 'Architecture']",5,True,Machu Picchu,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",6,4445000,3.3,2.3,94,4.3,3
4446,61,"['Art', 'Nature']",8,True,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",4,4446000,4.1,2.5,93,4.3,4
4447,50,['Art'],4,False,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",5,4447000,1.9,4.21,86,4.2,3
4448,24,['Art'],5,False,Taj Mahal,['Great Wall of China'],2,4448000,1.3,3.41,94,4.9,3
4449,32,['Architecture'],7,False,Taj Mahal,['Taj Mahal'],2,4449000,4.1,4.08,87,4.4,4
4450,23,"['Art', 'History']",8,False,Great Wall of China,['Great Wall of China'],3,4450000,4.7,4.39,98,4.7,5
4451,19,"['Art', 'Cultural']",6,True,Taj Mahal,['Great Wall of China'],1,4451000,3.3,2.12,95,4.2,3
4452,62,"['Art', 'Nature', 'History']",5,True,Machu Picchu,['Colosseum'],2,4452000,1.6,2.66,93,5.0,3
4453,48,"['History', 'Architecture']",6,False,Eiffel Tower,['Eiffel Tower'],1,4453000,3.7,2.96,97,5.0,4
4454,43,['History'],8,True,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",2,4454000,4.1,1.97,88,4.9,4
4455,39,"['Art', 'History']",3,True,Machu Picchu,['Colosseum'],3,4455000,3.3,3.42,100,4.5,3
4456,29,"['Architecture', 'Cultural']",8,False,Machu Picchu,"['Colosseum', 'Great Wall of China']",4,4456000,3.2,2.79,99,4.2,3
4457,27,"['Art', 'Architecture']",4,False,Machu Picchu,['Colosseum'],3,4457000,5.0,1.52,87,4.6,5
4458,35,"['Cultural', 'History', 'Architecture']",7,True,Taj Mahal,['Machu Picchu'],2,4458000,3.6,4.1,88,4.3,4
4459,52,['Cultural'],6,True,Taj Mahal,['Eiffel Tower'],1,4459000,4.6,4.02,97,4.7,5
4460,42,['Nature'],4,True,Eiffel Tower,['Machu Picchu'],3,4460000,1.3,1.62,87,4.6,3
4461,29,['History'],3,False,Eiffel Tower,['Eiffel Tower'],3,4461000,2.2,4.78,90,4.3,3
4462,22,"['History', 'Architecture']",4,False,Taj Mahal,['Machu Picchu'],1,4462000,4.0,4.99,91,4.6,4
4463,56,"['Nature', 'Architecture']",3,False,Taj Mahal,['Colosseum'],2,4463000,4.5,2.88,100,4.6,5
4464,21,"['Art', 'Architecture']",3,True,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",6,4464000,3.4,3.08,88,4.5,3
4465,64,"['History', 'Art']",6,True,Eiffel Tower,['Taj Mahal'],1,4465000,2.6,4.78,87,4.6,3
4466,25,"['History', 'Cultural']",5,True,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",4,4466000,3.5,3.03,96,4.9,4
4467,65,"['Architecture', 'History', 'Nature']",4,True,Colosseum,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",9,4467000,2.3,4.81,97,4.2,3
4468,22,['Nature'],4,True,Taj Mahal,['Taj Mahal'],1,4468000,1.1,4.73,97,4.3,3
4469,69,"['Art', 'History']",7,True,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",5,4469000,1.2,1.59,100,4.1,3
4470,62,"['Nature', 'Architecture']",4,True,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Eiffel Tower']",7,4470000,3.8,3.57,94,4.5,4
4471,36,"['Art', 'History', 'Nature']",7,False,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower']",2,4471000,2.9,1.78,95,4.2,3
4472,68,['Cultural'],4,False,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",7,4472000,1.3,1.63,99,4.3,3
4473,23,['Nature'],3,False,Taj Mahal,"['Taj Mahal', 'Colosseum']",6,4473000,3.3,2.45,85,4.2,3
4474,22,"['Cultural', 'History']",4,True,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",9,4474000,1.3,2.03,90,4.1,3
4475,19,"['Architecture', 'Cultural', 'Nature']",7,False,Taj Mahal,['Great Wall of China'],2,4475000,1.8,2.75,97,4.5,3
4476,36,['Architecture'],6,False,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Machu Picchu']",5,4476000,4.9,4.15,89,4.3,5
4477,38,"['Art', 'History']",3,True,Taj Mahal,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",5,4477000,1.5,3.14,90,4.7,3
4478,27,"['Architecture', 'Cultural']",5,True,Colosseum,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",4,4478000,2.1,4.35,88,4.4,3
4479,26,"['Art', 'History', 'Nature']",7,False,Colosseum,"['Great Wall of China', 'Colosseum']",4,4479000,1.6,1.94,90,4.2,3
4480,20,"['Architecture', 'Cultural']",3,False,Colosseum,['Great Wall of China'],3,4480000,1.9,2.1,92,4.9,3
4481,24,['Architecture'],8,False,Colosseum,['Great Wall of China'],1,4481000,1.0,1.8,91,4.7,3
4482,27,"['Art', 'Nature', 'Architecture']",7,True,Taj Mahal,['Colosseum'],2,4482000,3.6,2.21,93,4.3,4
4483,26,"['Art', 'Architecture', 'History']",3,False,Colosseum,"['Machu Picchu', 'Great Wall of China']",6,4483000,4.0,4.44,97,4.4,4
4484,27,"['Cultural', 'History', 'Architecture']",6,False,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",3,4484000,3.2,3.33,86,5.0,3
4485,67,"['Art', 'Nature', 'History']",3,False,Taj Mahal,['Great Wall of China'],1,4485000,4.3,2.89,100,4.1,4
4486,33,"['Architecture', 'Art', 'History']",4,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",6,4486000,2.3,1.52,98,4.6,3
4487,20,['History'],6,True,Machu Picchu,['Great Wall of China'],3,4487000,4.1,4.38,90,4.2,4
4488,19,['Art'],7,True,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",8,4488000,1.5,2.14,100,4.3,3
4489,54,"['Cultural', 'Nature']",5,False,Eiffel Tower,"['Machu Picchu', 'Colosseum']",5,4489000,1.7,3.74,96,4.1,3
4490,48,"['Architecture', 'Nature', 'Cultural']",8,True,Colosseum,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",5,4490000,4.3,3.04,98,4.1,4
4491,27,['Art'],6,True,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,4491000,2.8,4.47,94,4.1,3
4492,59,"['History', 'Architecture', 'Cultural']",5,False,Eiffel Tower,['Machu Picchu'],1,4492000,1.7,4.9,95,4.1,3
4493,40,"['Cultural', 'Architecture']",4,True,Machu Picchu,['Taj Mahal'],3,4493000,2.8,3.94,88,4.2,3
4494,24,"['Architecture', 'Cultural', 'Art']",3,False,Taj Mahal,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",8,4494000,4.2,4.87,94,4.2,4
4495,62,"['Nature', 'Architecture', 'Cultural']",6,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",2,4495000,1.6,1.62,93,4.7,3
4496,53,"['Cultural', 'Nature', 'History']",4,True,Colosseum,"['Eiffel Tower', 'Taj Mahal']",3,4496000,4.5,3.42,85,4.2,5
4497,67,['Nature'],4,False,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",6,4497000,1.8,4.95,95,4.0,3
4498,49,['History'],4,False,Colosseum,['Colosseum'],3,4498000,3.5,2.23,86,4.7,4
4499,42,['Nature'],7,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",4,4499000,1.1,2.24,100,4.5,3
4500,70,['Art'],4,False,Great Wall of China,['Machu Picchu'],2,4500000,2.4,3.4,100,4.0,3
4501,58,['Nature'],4,False,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",8,4501000,4.0,3.86,96,4.2,4
4502,27,"['History', 'Nature']",8,False,Colosseum,['Machu Picchu'],2,4502000,3.0,1.59,90,4.4,3
4503,55,"['History', 'Cultural', 'Nature']",8,True,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,4503000,3.9,3.64,89,4.9,4
4504,64,"['Nature', 'Art']",6,False,Machu Picchu,"['Machu Picchu', 'Taj Mahal']",2,4504000,4.7,3.83,88,4.5,5
4505,41,['Nature'],3,True,Colosseum,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",5,4505000,2.5,3.58,87,4.5,3
4506,54,"['Art', 'History', 'Architecture']",4,False,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",6,4506000,1.1,4.11,87,4.6,3
4507,21,"['Nature', 'Art']",7,False,Machu Picchu,['Colosseum'],2,4507000,4.8,2.03,90,4.0,5
4508,62,"['Nature', 'Architecture']",4,False,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",8,4508000,4.8,4.53,88,4.2,5
4509,69,"['Architecture', 'Art', 'Nature']",3,True,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",5,4509000,1.6,3.38,99,4.8,3
4510,63,"['Architecture', 'Cultural']",4,False,Colosseum,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",6,4510000,2.5,4.02,90,4.8,3
4511,44,['Art'],7,True,Great Wall of China,['Machu Picchu'],2,4511000,3.3,4.52,96,4.1,3
4512,38,['Art'],6,False,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",5,4512000,1.3,4.58,92,5.0,3
4513,23,"['Cultural', 'Architecture', 'Nature']",8,True,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",4,4513000,1.1,3.33,88,4.8,3
4514,44,"['Nature', 'Art']",6,False,Colosseum,"['Taj Mahal', 'Great Wall of China']",3,4514000,2.6,4.05,94,4.5,3
4515,62,['Cultural'],5,True,Colosseum,['Colosseum'],2,4515000,1.3,4.54,88,4.1,3
4516,55,"['History', 'Nature']",5,True,Eiffel Tower,['Great Wall of China'],3,4516000,1.8,4.94,90,4.1,3
4517,65,"['Art', 'Nature']",4,True,Taj Mahal,['Great Wall of China'],2,4517000,1.2,2.97,98,4.5,3
4518,47,['History'],8,True,Great Wall of China,['Great Wall of China'],1,4518000,2.9,2.4,98,4.3,3
4519,61,"['History', 'Nature']",3,False,Eiffel Tower,['Eiffel Tower'],1,4519000,3.4,1.93,98,4.4,3
4520,43,"['Architecture', 'History']",3,True,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",5,4520000,4.1,2.76,92,4.3,4
4521,26,['History'],4,False,Colosseum,['Taj Mahal'],2,4521000,3.5,4.63,98,4.3,4
4522,46,"['Art', 'Nature', 'Cultural']",4,True,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",4,4522000,2.9,3.97,90,4.9,3
4523,69,"['Nature', 'History']",8,False,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,4523000,3.9,1.51,86,4.9,4
4524,39,['Architecture'],5,True,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower']",5,4524000,4.4,3.09,98,4.2,4
4525,48,"['History', 'Cultural']",5,False,Eiffel Tower,['Colosseum'],2,4525000,3.7,3.86,88,4.4,4
4526,62,"['Cultural', 'Art', 'Architecture']",8,True,Colosseum,"['Colosseum', 'Eiffel Tower']",5,4526000,2.4,2.21,96,4.6,3
4527,40,"['Nature', 'Cultural']",7,False,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",6,4527000,4.8,4.62,97,4.9,5
4528,65,"['Art', 'Nature']",8,True,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",5,4528000,4.6,4.93,97,4.8,5
4529,32,"['Cultural', 'Nature']",8,True,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",7,4529000,2.6,4.21,93,4.4,3
4530,46,"['Art', 'History']",5,True,Taj Mahal,['Great Wall of China'],1,4530000,2.1,4.14,88,4.6,3
4531,27,['History'],6,True,Taj Mahal,"['Eiffel Tower', 'Colosseum']",5,4531000,2.3,2.32,88,4.4,3
4532,61,['Nature'],3,False,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",7,4532000,4.6,3.3,90,4.3,5
4533,58,['Cultural'],7,True,Taj Mahal,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",6,4533000,2.8,2.58,95,4.3,3
4534,61,['Cultural'],6,True,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",4,4534000,3.7,2.76,89,4.2,4
4535,66,['Architecture'],5,False,Colosseum,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",7,4535000,3.6,1.74,88,4.6,4
4536,28,['Art'],4,False,Taj Mahal,['Machu Picchu'],1,4536000,1.5,2.68,90,4.3,3
4537,21,"['History', 'Nature']",6,True,Taj Mahal,['Colosseum'],1,4537000,5.0,2.43,91,4.2,5
4538,50,"['Architecture', 'Cultural']",6,False,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",5,4538000,4.0,3.27,96,4.9,4
4539,61,"['Architecture', 'Nature']",5,False,Eiffel Tower,['Eiffel Tower'],3,4539000,4.3,1.74,95,4.1,4
4540,18,"['Cultural', 'Nature']",6,True,Taj Mahal,['Colosseum'],1,4540000,4.9,1.86,89,4.6,5
4541,31,"['History', 'Art']",8,False,Eiffel Tower,['Colosseum'],1,4541000,2.1,4.1,99,4.1,3
4542,29,"['Architecture', 'Art', 'History']",4,True,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",5,4542000,2.1,4.8,92,4.0,3
4543,65,"['Nature', 'Cultural']",8,True,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",6,4543000,4.1,4.26,100,4.5,4
4544,35,"['History', 'Nature', 'Cultural']",4,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",5,4544000,1.0,2.96,96,4.9,3
4545,50,"['History', 'Art']",7,True,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",6,4545000,4.1,2.45,98,4.8,4
4546,67,"['Cultural', 'Art', 'Nature']",4,False,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Colosseum']",3,4546000,1.3,3.45,85,4.9,3
4547,45,"['Architecture', 'Art', 'History']",7,True,Eiffel Tower,['Great Wall of China'],1,4547000,1.5,1.73,85,4.1,3
4548,59,['Art'],6,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",6,4548000,2.8,2.08,99,4.2,3
4549,55,"['Cultural', 'History']",7,False,Machu Picchu,['Colosseum'],2,4549000,1.8,3.95,100,4.5,3
4550,34,['Art'],6,True,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",5,4550000,2.0,3.76,96,4.4,3
4551,57,"['Art', 'Nature']",8,False,Taj Mahal,['Taj Mahal'],1,4551000,4.8,4.44,96,4.6,5
4552,44,"['Nature', 'Art', 'Architecture']",4,True,Great Wall of China,"['Colosseum', 'Eiffel Tower']",4,4552000,2.9,3.17,86,4.7,3
4553,27,['History'],7,False,Colosseum,['Great Wall of China'],3,4553000,2.3,3.69,98,4.9,3
